"","US.merge","US.id","US.screen_name","US.verified","US.url","US.created_at","US.name","US.followers_count","US.location","US.description","US.time_zone","US.listed_count","US.lang","US.friends_count","US.statuses_count","US.dw.nom.1","US.icpsr.id","US.nameid","US.title","US.party","US.state","US.gender","US.idealPoint"
"581","senatorsessions",47975734,"SenatorSessions",TRUE,"http://www.sessions.senate.gov","Wed Jun 17 14:24:08 +0000 2009","Sen. Jeff Sessions",13132,"Mobile, AL","U.S. Sen. Jeff Sessions (R-AL) serves as the Ranking Member on the Senate Budget Committee. He is in his 3rd term in the Senate.","Eastern Time (US & Canada)",906,"en",91,1241,0.522,49700,"S001141","Senate","R","AL","M",1.22627756543305
"582","senatorshaheen",109287731,"SenatorShaheen",TRUE,"http://shaheen.senate.gov/","Thu Jan 28 15:22:44 +0000 2010","Sen. Jeanne Shaheen",7013,"Washington, DC","I am currently serving in the United States Senate and am proud to serve the people of New Hampshire. http://www.facebook.com/SenatorShaheen","Eastern Time (US & Canada)",448,"en",5721,1491,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"583","senatorsnowe",243797058,"SenatorSnowe",TRUE,"http://snowe.senate.gov","Thu Jan 27 20:52:38 +0000 2011","Olympia J. Snowe",6399,"","United States Senator for Maine. Tweets come from Press Office.","Eastern Time (US & Canada)",464,"en",340,208,0.085,14661,"S000663","Senate","R","ME","F",0.4052638264094
"584","senatortomudall",60828944,"SenatorTomUdall",TRUE,"http://tomudall.senate.gov","Tue Jul 28 06:10:29 +0000 2009","Tom Udall",6945,"Santa Fe and Washington","Updates from U.S. Senator Tom Udall from New Mexico.","Eastern Time (US & Canada)",605,"en",1,891,-0.492,29924,"U000039","Senate","D","NM","M",-1.15850120966216
"585","senatorvitter",20092295,"senatorvitter",FALSE,"http://www.DavidVitter.com","Wed Feb 04 20:54:26 +0000 2009","Senator David Vitter",2252,"Louisiana and Washington DC","I'll be posting information here about my work in the Senate, my travels in Louisiana, and the progress we're making growing and organizing Team Vitter.","Quito",191,"en",0,0,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"586","senbennelson",21767514,"SenBenNelson",TRUE,"http://bennelson.senate.gov","Tue Feb 24 16:20:53 +0000 2009","Ben Nelson",10004,"Nebraska, USA","I grew up in small, rural McCook in Southwest Nebraska. I’ve taken my common sense upbringing and put it to work in the U.S. Senate.","Central Time (US & Canada)",1016,"en",93,711,-0.026,40103,"N000180","Senate","D","NE","M",-0.0904669174307963
"587","senbennetco",224285242,"SenBennetCO",TRUE,"http://bennet.senate.gov","Wed Dec 08 16:29:29 +0000 2010","Michael Bennet",7747,"Colorado","U.S. Senator for Colorado","Eastern Time (US & Canada)",509,"en",45,553,NA,NA,"B001267","Senate","D","CO","M",-0.605745299386655
"588","senbillnelson",20597460,"SenBillNelson",TRUE,"http://billnelson.senate.gov","Wed Feb 11 15:44:25 +0000 2009","Bill Nelson",25581,"Florida/ Washington, D.C.","U.S. Sen. Bill Nelson is the senior senator from the state of Florida.","Eastern Time (US & Canada)",1732,"en",74,348,-0.195,14651,"N000032","Senate","D","FL","M",-0.511611797451735
"589","senblumenthal",278124059,"SenBlumenthal",TRUE,"http://blumenthal.senate.gov/","Wed Apr 06 17:13:53 +0000 2011","Richard Blumenthal",5781,"Connecticut, USA","Connecticut’s U.S. Senator","Eastern Time (US & Canada)",380,"en",229,958,-0.351,41101,"B001277","Senate","D","CT","M",-0.780657094333723
"590","senbobcasey",171598736,"SenBobCasey",TRUE,"http://casey.senate.gov","Tue Jul 27 18:38:20 +0000 2010","Senator Bob Casey",6900,"","Official twitter profile for the press office of Senator Bob Casey.","Eastern Time (US & Canada)",403,"en",99,292,-0.355,40703,"C001070","Senate","D","PA","M",-0.773356986399938
"591","senbobcorker",73303753,"SenBobCorker",TRUE,"http://corker.senate.gov/","Fri Sep 11 03:56:08 +0000 2009","Office of Sen.Corker",11191,"Tennessee","Follow news about U.S. Senator Bob Corker of Tennessee","Eastern Time (US & Canada)",973,"en",287,672,0.381,40705,"C001071","Senate","R","TN","M",0.855679144033907
"592","sencarllevin",93761782,"SenCarlLevin",TRUE,"http://www.levin.senate.gov","Tue Dec 01 01:44:01 +0000 2009","Senator Carl Levin",6657,"","U.S. Senator from Michigan, Chairman of the Senate Armed Services Committee, Chairman of the Permanent Subcommittee on Investigations","Eastern Time (US & Canada)",412,"en",0,260,-0.429,14709,"L000261","Senate","D","MI","M",-0.915439777417264
"593","senchrisdodd",16317406,"SenChrisDodd",TRUE,"http://chrisdodd.com","Tue Sep 16 20:53:20 +0000 2008","Senator Chris Dodd",17344,"Washington, DC","Official Twitter Feed for Senator Chris Dodd","Eastern Time (US & Canada)",1547,"en",188,757,-0.359,14213,"D000388","Senate","D",NA,NA,NA
"594","sencoonsoffice",435500714,"SenCoonsOffice",TRUE,"http://coons.senate.gov","Tue Dec 13 04:02:30 +0000 2011","Office of Sen. Coons",755,"Delaware & Washington","News releases, blog posts, new videos, transcripts and other resources from the office of U.S. Senator @ChrisCoons of Delaware.","Eastern Time (US & Canada)",48,"en",94,858,-0.37,40916,"C001088","Senate","D","DE","M",-0.961510946731931
"595","sendancoats",212262370,"SenDanCoats",TRUE,"http://www.coats.senate.gov","Fri Nov 05 15:56:49 +0000 2010","Senator Dan Coats",6262,"","U.S. Senator serving Indiana","Quito",495,"en",397,885,0.362,14806,"C000542","Senate","R","IN","M",0.927415519397002
"596","sendeanheller",266133081,"SenDeanHeller",TRUE,"http://heller.senate.gov","Mon Mar 14 18:31:08 +0000 2011","Dean Heller",3491,"Washington, DC","U.S. Senator Dean Heller","Pacific Time (US & Canada)",242,"en",384,827,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"597","senensign",125746882,"SenEnsign",FALSE,"http://ensign.senate.gov/","Tue Mar 23 18:58:22 +0000 2010","John Ensign",1074,"Washington, D.C.","Senator John Ensign's Official Twitter Page","Eastern Time (US & Canada)",189,"en",40,107,0.535,29537,"E000194","Senate","R","NV","M",1.52316865342484
"598","senfeinstein",476256944,"SenFeinstein",TRUE,"http://www.feinstein.senate.gov","Fri Jan 27 23:06:59 +0000 2012","Sen Dianne Feinstein",6693,"California","United States Senator from California. On Facebook at: facebook.com/senatorfeinstein","Eastern Time (US & Canada)",361,"en",101,395,-0.286,49300,"F000062","Senate","D","CA","F",-0.962748708003333
"599","sengillibrand",72198806,"SenGillibrand",TRUE,"http://www.kirstengillibrand.com","Mon Sep 07 03:53:24 +0000 2009","Kirsten Gillibrand",48560,"NY","U.S. Senator from New York","Eastern Time (US & Canada)",2709,"en",284,3321,-0.29,20735,"G000555","Senate","D","NY","F",-1.21722155122411
"600","senjeffmerkley",29201047,"SenJeffMerkley",TRUE,"http://merkley.senate.gov","Mon Apr 06 13:38:39 +0000 2009","Senator Jeff Merkley",14216,"Oregon","U.S. Senator from the State of Oregon","Eastern Time (US & Canada)",1299,"en",66,804,-0.441,40908,"M001176","Senate","D","OR","M",-0.818745304131707
"601","senjohnbarrasso",202206694,"SenJohnBarrasso",TRUE,"http://barrasso.senate.gov","Wed Oct 13 14:49:08 +0000 2010","Sen. John Barrasso",5384,"","U.S. Senator for the great state of Wyoming. ","Mountain Time (US & Canada)",454,"en",319,686,0.532,40707,"B001261","Senate","R","WY","M",1.06552592021979
"602","senjohnmccain",19394188,"SenJohnMcCain",TRUE,NA,"Fri Jan 23 13:42:31 +0000 2009","John McCain",1768187,"Washington, DC","U.S. Senator John McCain (R-AZ)","Eastern Time (US & Canada)",14249,"en",279,4165,0.382,15039,"M000303","Senate","R","AZ","M",0.765965486433603
"603","senjohnsonsd",244243985,"SenJohnsonSD",TRUE,"http://johnson.senate.gov/","Fri Jan 28 21:37:51 +0000 2011","Senator Tim Johnson",3854,"","U.S. Senator from South Dakota. ","Central Time (US & Canada)",302,"en",39,839,-0.269,15425,"J000177","Senate","D","SD","M",-0.817741550326118
"604","senjohnthune",296361085,"SenJohnThune",TRUE,"http://thune.senate.gov","Tue May 10 16:41:48 +0000 2011","Senator John Thune",9399,"","U.S. Senator John Thune (R-S.D.)","Eastern Time (US & Canada)",448,"en",247,461,0.387,29754,"T000250","Senate","R","SD","M",0.792640558154204
"605","senjonkyl",24905240,"SenJonKyl",TRUE,"http://kyl.senate.gov/","Tue Mar 17 16:15:00 +0000 2009","U.S. Senator Jon Kyl",11705,"Arizona, Washington, DC","United States Senator for Arizona and Assistant Senate Republican Leader","Arizona",924,"en",0,146,0.558,15429,"K000352","Senate","R","AZ","M",0.623693049329891
"606","senlandrieu",413466731,"SenLandrieu",TRUE,"http://landrieu.senate.gov","Tue Nov 15 22:40:40 +0000 2011","Mary Landrieu",4629,"Louisiana","I grew up in Louisiana and have been proud to serve it for more than 30 years. I am married to Frank Snellings and we have 2 children and a dog, Sugar Belle.","Central Time (US & Canada)",227,"en",116,670,-0.208,49702,"L000550","Senate","D","LA","F",-0.523999210712118
"607","senmarkpryor",426655227,"SenMarkPryor",TRUE,"http://pryor.senate.gov","Fri Dec 02 14:28:37 +0000 2011","Senator Mark Pryor",2373,"Arkansas/DC","U.S. Senator for Arkansas","Central Time (US & Canada)",142,"en",139,427,-0.217,40301,"P000590","Senate","D","AR","M",-0.327254898286394
"608","senmikelee",88784440,"SenMikeLee",TRUE,"http://www.lee.senate.gov","Mon Nov 09 22:47:47 +0000 2009","Mike Lee",13816,"Utah","I am the United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!","Mountain Time (US & Canada)",906,"en",1857,1720,0.923,41110,"L000577","Senate","R","UT","M",1.59002618351789
"609","senmurraypress",376803928,"SenMurrayPress",FALSE,NA,"Tue Sep 20 14:35:01 +0000 2011","Murray Press Office",8,"","@SenMurrayPress can now be found at @PattyMurray. Please follow us there for official updates from Senator Patty Murray.","Eastern Time (US & Canada)",0,"en",0,0,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"610","senorrinhatch",262756641,"SenOrrinHatch",TRUE,"http://www.hatch.senate.gov","Tue Mar 08 18:04:18 +0000 2011","Senator Hatch Office",3226,"","U.S. Senator from Utah.","Quito",260,"en",36,646,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"611","senpatroberts",75364211,"SenPatRoberts",TRUE,"http://roberts.senate.gov","Fri Sep 18 19:34:56 +0000 2009","Pat Roberts",4873,"Kansas and Washington, DC","United States Senator from Kansas","Central Time (US & Canada)",453,"en",202,411,0.408,14852,"R000307","Senate","R","KS","M",0.922118422114074
"612","senrandpaul",216881337,"SenRandPaul",TRUE,NA,"Wed Nov 17 23:52:35 +0000 2010","Senator Rand Paul",63161,"","U.S. Senator for Kentucky ","Quito",2063,"en",205,643,0.941,41104,"P000603","Senate","R","KY","M",1.71324887808905
"613","senrockefeller",273559002,"SenRockefeller",TRUE,NA,"Mon Mar 28 18:35:10 +0000 2011","Jay Rockefeller",6382,"","Senator Jay Rockefeller has proudly served the people of West Virginia for over 40 years. Please visit his website at http://rockefeller.senate.gov/about/.","Eastern Time (US & Canada)",351,"en",513,1746,-0.341,14922,"R000361","Senate","D","WV","M",-0.912917369286819
"614","senronjohnson",233737858,"SenRonJohnson",TRUE,"http://ronjohnson.senate.gov/public/","Tue Jan 04 00:25:27 +0000 2011","Senator Ron Johnson",9278,"","United States Senator from the State of Wisconsin. Senator Johnson serves on the Committees on Budget, Homeland Security, Appropriations, and Aging.","Eastern Time (US & Canada)",553,"en",78,600,0.679,41111,"J000293","Senate","R","WI","M",1.39769197876274
"615","senrubiopress",229966028,"SenRubioPress",TRUE,NA,"Thu Dec 23 21:22:47 +0000 2010","Senator Rubio Press",7946,"Washington, D.C.","The press office for Senator @MarcoRubio. For more information please visit his website: http://rubio.senate.gov","Quito",437,"en",88,712,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"616","sensanders",29442313,"SenSanders",TRUE,"http://www.sanders.senate.gov/","Tue Apr 07 13:02:35 +0000 2009","Bernie Sanders",120457,"Vermont/DC","Sen. Bernie Sanders is the longest serving independent in congressional history. Tweets ending with -B are from Bernie, and all others are from Sanders staff. ","Eastern Time (US & Canada)",5392,"en",935,4929,-0.541,29147,"S000033","Senate","I","VT","M",-0.90650284858246
"617","senshelbypress",21111098,"SenShelbyPress",TRUE,"http://www.shelby.senate.gov","Tue Feb 17 17:53:43 +0000 2009","Richard Shelby",6496,"Tuscaloosa, Alabama","The Press Office of Senator Richard Shelby (R-Ala.)","Central Time (US & Canada)",652,"en",94,50,0.39,94659,"S000320","Senate","R","AL","M",0.845296594172528
"618","sensherrodbrown",43910797,"SenSherrodBrown",TRUE,"http://brown.senate.gov","Mon Jun 01 16:07:45 +0000 2009","Sherrod Brown",22561,"Ohio/Washington D.C.","Office of United States Senator Sherrod Brown who is proud to serve Ohio.","Quito",1627,"en",31,668,-0.478,29389,"B000944","Senate","D","OH","M",-0.900044417860486
"619","sentoomey",221162525,"SenToomey",TRUE,"http://toomey.senate.gov","Mon Nov 29 22:32:09 +0000 2010","Senator Pat Toomey",14091,"","Official Twitter account for Sen. Pat Toomey, U.S. senator for Pennsylvania. ","Central Time (US & Canada)",822,"en",15462,1031,0.684,29935,"T000461","Senate","R","PA","M",1.21900349333956
"620","senwhitehouse",242555999,"SenWhitehouse",TRUE,"http://whitehouse.senate.gov/","Tue Jan 25 01:52:03 +0000 2011","Sheldon Whitehouse",6861,"Rhode Island","U.S. Senator from #RhodeIsland, the Ocean State. Follows ≠ endorsement, but I look forward to listening to you.","Eastern Time (US & Canada)",435,"en",1139,700,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"621","silvestrereyes",115111016,"SilvestreReyes",TRUE,"http://www.reyes.house.gov","Wed Feb 17 16:59:07 +0000 2010","Congressman Reyes",3951,"El Paso, Texas","I represent the people of El Paso, Texas, in the U.S. House of Representatives; serve on the House Armed Services and Veterans Affairs Committees.","Mountain Time (US & Canada)",327,"en",1997,1563,-0.329,29764,"R000170","House","D","TX","M",-0.701156990244578
"622","smallbizgop",29766367,"SmallBizGOP",TRUE,"http://smallbusiness.house.gov","Wed Apr 08 17:20:43 +0000 2009","SmallBizGOP",6506,"Washington, D.C.","The House Small Business Committee is fighting to protect American entrepreneurs from anti-business policies that stifle growth.","Quito",353,"en",5066,3064,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"623","speakerboehner",7713202,"SpeakerBoehner",TRUE,"http://Speaker.gov","Wed Jul 25 14:42:33 +0000 2007","Speaker John Boehner",366989,"Washington, DC","Official Twitter account for U.S. House Speaker John Boehner (R-OH)","Eastern Time (US & Canada)",9591,"en",13766,9488,0.516,29137,"B000589","House","R","OH","M",1.22431593635897
"624","speakerpelosi",234141549,"SpeakerPelosi",FALSE,NA,"Tue Jan 04 23:13:12 +0000 2011","Nancy Pelosi",0,"","","Central Time (US & Canada)",3,"en",0,0,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"625","stabenow",20113797,"stabenow",TRUE,"http://stabenowforsenate.com","Thu Feb 05 01:56:00 +0000 2009","Debbie Stabenow",6802,"","Senator Stabenow proudly represents the great State of Michigan in the U.S. Senate. ","Central Time (US & Canada)",457,"en",158,347,-0.347,29732,NA,"Senate","D",NA,NA,NA
"626","stabenowpress",76456274,"StabenowPress",TRUE,"http://stabenow.senate.gov","Tue Sep 22 21:30:16 +0000 2009","Sen. Debbie Stabenow",8297,"Washington, DC","Representing the people from the Great State of Michigan in the United States Senate","Central Time (US & Canada)",606,"en",2350,647,-0.347,29732,"S000770","Senate","D","MI","F",-0.809865012559146
"627","steveaustria",20796447,"SteveAustria",TRUE,"http://austria.house.gov","Fri Feb 13 19:11:37 +0000 2009","Congressman Austria",6012,"Beavercreek, Ohio","Proudly representing the citizens of the 7th District of Ohio. Member of the House Appropriations Committee. 
http://www.facebook.com/SteveAustria","Eastern Time (US & Canada)",593,"en",360,349,0.4,20940,"A000365","House","R","OH","M",0.692094507707197
"628","stevekingia",48117116,"SteveKingIA",TRUE,"http://steveking.house.gov","Wed Jun 17 21:09:41 +0000 2009","Steve King",12383,"Washington, DC","Representing the 5th District of Iowa #IA05","Eastern Time (US & Canada)",815,"en",49,583,0.654,20325,"K000362","House","R","IA","M",0.834445650519998
"629","stevelatourette",166242283,"SteveLaTourette",TRUE,"http://latourette.house.gov/","Tue Jul 13 17:49:44 +0000 2010","Steve LaTourette",2441,"Painesville, OH ","U.S. Representative Steve LaTourette represents Northeast Ohio's 14th Congressional District.
","Eastern Time (US & Canada)",228,"en",78,379,0.206,29553,"L000553","House","R","OH","M",0.300475230782311
"630","stevenejohnston",18468610,"StevenEJohnston",FALSE,NA,"Tue Dec 30 03:31:42 +0000 2008","Steven E. Johnston",891,"Philadelphia","MBA Candidate @Wharton. Alum: @Quora, Capitol Hill/presidential campaign digital staff, @Harvard. BOS sports fan. Interests: tech, media, VC.","Eastern Time (US & Canada)",18,"en",1484,2602,NA,NA,NA,"Others","Nonpartisan",NA,NA,NA
"631","stevenpalazzo",116616867,"StevenPalazzo",FALSE,"http://palazzoforcongress.com","Tue Feb 23 02:53:10 +0000 2010","Steven Palazzo",1302,"","The official twitter feed of Steven Palazzo for U.S. Congress. ","Central Time (US & Canada)",110,"en",694,312,0.467,21148,"P000601","House","R","MS","M",0.795003850742165
"632","suemyrick",55335141,"SueMyrick",TRUE,"http://www.myrick.house.gov","Thu Jul 09 19:29:22 +0000 2009","Sue Myrick",5264,"North Carolina","Proudly serving the 9th District of NC.","Quito",591,"en",2137,128,0.564,29549,"M001134","House","R","NC","F",0.931249242962727
"633","tgowdysc",237348797,"TGowdySC",TRUE,"http://gowdy.house.gov","Wed Jan 12 16:57:04 +0000 2011","Trey Gowdy",8010,"","Congressman for South Carolina's 4th District.","Central Time (US & Canada)",407,"en",351,864,0.732,21175,"G000566","House","R","SC","M",1.47899432865523
"634","thadmccotter",8542882,"ThadMcCotter",TRUE,NA,"Thu Aug 30 20:13:27 +0000 2007","Thaddeus McCotter",37321,"Sometime in Detroit City","Guitar player. 
","Eastern Time (US & Canada)",1677,"en",12187,6234,0.331,20332,"M001147","House","R","MI","M",0.58143828646105
"635","thedemocrats",14377605,"TheDemocrats",TRUE,"http://www.democrats.org/","Sun Apr 13 20:23:13 +0000 2008","The Democrats",187225,"Washington, D.C.","This is the official Twitter account of the Democratic Party. Follow our tweets to get the latest info on Democratic news, issues, and events.","Eastern Time (US & Canada)",4766,"en",1014,7986,NA,NA,NA,"Others","D",NA,NA,NA
